t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
1226,1,MS,3.36145702,False,0.00621281,6.20000000,0.00023217,1,8,1773.85679708,1773.85679708,0.29698536,10,0.00522666,vegetative,444.03525534,1.42291603,1.43539740,457453.83845624
1227,1,MS,2.88091263,False,0.00621541,5.50000000,0.00019017,1,8,1573.58264257,1573.58264257,0.29723587,10,0.00526252,vegetative,444.25380849,1.33836054,1.32955392,459027.42109880
1228,1,MS,2.53596651,False,0.00621773,4.70000000,0.00015446,1,8,1344.69789456,1344.69789456,0.29744659,10,0.00529433,vegetative,444.44057208,1.24968139,1.26956079,460372.11899336
1229,1,MS,2.26885955,False,0.00621971,4.10000000,0.00014943,1,8,1173.03433355,1173.03433355,0.29762314,10,0.00532151,vegetative,444.60349352,1.18670969,1.23577742,461545.15332691
1230,1,MS,1.97172809,False,0.00622144,3.60000000,0.00028412,1,8,1029.98136604,1029.98136604,0.29778253,10,0.00534522,vegetative,444.74654649,1.13624592,5.42749962,462575.13469296
1231,1,MS,2.16884587,False,0.00622297,3.40000000,0.00127021,1,8,972.76017904,972.76017904,0.29793355,10,0.00536604,vegetative,444.88165207,1.11192498,5.05836610,463547.89487200
1232,1,MS,3.25537620,False,0.00622441,4.00000000,0.00399522,1,8,1144.42374005,1144.42374005,0.29811518,10,0.00538571,vegetative,445.04059981,1.14371583,10.70765092,464692.31861205
1233,1,MS,5.08249789,False,0.00622611,6.30000000,0.00415064,1,8,1802.46739058,1802.46739058,0.29840963,10,0.00540884,vegetative,445.29094250,1.31515781,9.09768207,466494.78600262
1234,1,MS,7.85108671,False,0.00622880,9.80000000,0.00516627,1,8,2819.02451043,2819.02451043,0.29887417,10,0.00544528,vegetative,445.68247368,1.72011447,10.40308743,469313.81051305
1235,1,MS,10.95025213,False,0.00623301,10.50000000,0.00572107,1,8,3049.41267137,3049.41267137,0.29936809,10,0.00550226,vegetative,446.10600322,1.84701677,10.84517555,472363.22318442
1236,1,MS,14.30577326,False,0.00623759,11.20000000,0.00755578,1,8,3296.38754883,3296.38754883,0.29992281,10,0.00556390,vegetative,446.56383482,2.02833113,13.27408612,475659.61073325
1237,1,MS,17.72734041,False,0.00624257,12.50000000,0.00757126,1,8,3801.81079054,3801.81079054,0.30060169,10,0.00563054,vegetative,447.09186410,2.36045235,12.62365563,479461.42152379
1238,1,MS,19.71403057,False,0.00624835,13.70000000,0.00657387,1,8,4325.66260454,4325.66260454,0.30141796,10,0.00570739,vegetative,447.69265057,2.72625953,11.03348607,483787.08412833
1239,1,MS,20.32246528,False,0.00625497,14.30000000,0.00501029,1,8,4609.16116712,4609.16116712,0.30233371,10,0.00579483,vegetative,448.33281185,2.97972373,9.05388048,488396.24529545
1240,1,MS,19.75081354,False,0.00626207,14.60000000,0.00304347,1,8,4756.41223807,4756.41223807,0.30330561,10,0.00588800,vegetative,448.99342466,3.16054928,6.77005937,493152.65753353
1241,1,MS,17.27986370,False,0.00626947,14.30000000,0.00094193,1,8,4609.16116712,4609.16116712,0.30426826,10,0.00598415,vegetative,449.63358593,3.18268223,4.15485254,497761.81870065
1242,1,MS,13.94086271,False,0.00627669,13.50000000,0.00038906,1,8,4234.39528210,4234.39528210,0.30520719,10,0.00000000,vegetative,450.22169639,3.07218467,2.93756104,501996.21398275
1243,1,MS,11.13572576,False,0.00628339,12.80000000,0.00018401,1,8,3927.48007030,3927.48007030,0.30612416,10,0.00000000,vegetative,450.76717973,2.95150935,2.63085417,505923.69405305
1244,1,MS,9.34974135,False,0.00628964,12.20000000,0.00019160,1,8,3679.59049354,3679.59049354,0.30698629,10,0.00000000,vegetative,451.27823396,2.83157894,2.55892937,509603.28454659
1245,1,MS,7.95909535,False,0.00629555,11.90000000,0.00020601,1,8,3560.76546363,3560.76546363,0.30780732,10,0.00000000,vegetative,451.77278472,2.75858790,2.46835876,513164.05001022
1246,1,MS,6.87266260,False,0.00630130,11.30000000,0.00021188,1,8,3333.07177341,3333.07177341,0.30856668,10,0.00000000,vegetative,452.23571136,2.61306262,2.34473374,516497.12178362
1247,1,MS,6.02496287,False,0.00630671,10.60000000,0.00014070,1,8,3083.65987412,3083.65987412,0.30925951,10,0.00000000,vegetative,452.66399745,2.44941855,2.14572149,519580.78165774
1248,1,MS,5.30486284,False,0.00631176,9.80000000,0.00016854,1,8,2819.02451043,2819.02451043,0.30988358,10,0.00000000,vegetative,453.05552863,2.27916596,2.04867623,522399.80616817
1249,1,MS,4.65126569,False,0.00631639,9.10000000,0.00021598,1,8,2604.38106919,2604.38106919,0.31045163,10,0.00000000,vegetative,453.41724823,2.13439786,1.95459493,525004.18723736
1250,1,MS,4.05358823,False,0.00632069,8.30000000,0.00012881,1,8,2374.67926060,2374.67926060,0.31096190,10,0.00000000,vegetative,453.74706479,1.97993306,1.78289649,527378.86649797
1251,1,MS,3.67614043,False,0.00632464,7.60000000,0.00016603,1,8,2174.40510609,2174.40510609,0.31142235,10,0.00000000,vegetative,454.04906550,1.85485721,1.72458524,529553.27160406
1252,1,MS,3.25266674,False,0.00632826,6.90000000,0.00014647,1,8,1974.13095158,1974.13095158,0.31183465,10,0.00000000,vegetative,454.32325035,1.73692667,1.62087852,531527.40255564
1253,1,MS,2.97594370,False,0.00633156,6.20000000,0.00013442,1,8,1773.85679708,1773.85679708,0.31220027,10,0.00000000,vegetative,454.56961935,1.62776778,1.60235545,533301.25935272
1254,1,MS,2.66982867,False,0.00633454,5.60000000,0.00034419,1,8,1602.19323607,1602.19323607,0.31252659,10,0.00000000,vegetative,454.79214619,1.53934081,4.63606231,534903.45258879
1255,1,MS,3.35816975,False,0.00633724,5.50000000,0.00190006,1,8,1573.58264257,1573.58264257,0.31284351,10,0.00000000,vegetative,455.01069934,1.50967258,5.55105922,536477.03523135
1256,1,MS,5.10668840,False,0.00633990,6.10000000,0.00378216,1,8,1745.24620357,1745.24620357,0.31319229,10,0.00000000,vegetative,455.25309464,1.52392287,8.10851806,538222.28143493
1257,1,MS,7.75111134,False,0.00634286,10.20000000,0.00569461,1,8,2948.69258431,2948.69258431,0.31378190,10,0.00000000,vegetative,455.66263528,2.01422764,10.83698667,541170.97401923
1258,1,MS,11.77412406,False,0.00634787,15.10000000,0.00811876,1,8,5010.03601651,5010.03601651,0.31478511,10,0.00000000,vegetative,456.35847362,2.86539206,14.54385406,546181.01003575
1259,1,MS,16.37467351,False,0.00635644,16.00000000,0.00829016,1,9,5492.38272868,5492.38272868,0.31588753,10,0.00000000,vegetative,457.12130455,3.10832372,13.71495089,3753.39276443
1260,1,MS,20.32637684,False,0.00677180,15.90000000,0.00877854,1,9,5437.15923835,5437.15923835,0.31701229,10,0.00000000,vegetative,457.87646556,3.21394629,14.00322905,9190.55200278
1261,1,MS,23.37307427,False,0.00678549,16.50000000,0.00854459,1,9,5774.51895053,5774.51895053,0.31825736,10,0.00000000,vegetative,458.67848208,3.51994394,13.16635553,14965.07095331
1262,1,MS,25.35736496,False,0.00680017,17.40000000,0.00765300,1,9,6306.90597739,6306.90597739,0.31967732,10,0.00000000,vegetative,459.55444124,3.92632485,12.03160913,21271.97693070
1263,1,MS,25.68333153,False,0.00681637,18.10000000,0.00579507,1,9,6741.42469815,6741.42469815,0.32125305,10,0.00000000,vegetative,460.49075023,4.28114522,10.45761991,28013.40162885
1264,1,MS,23.85712040,False,0.00683388,18.40000000,0.00375293,1,9,6932.65116381,6932.65116381,0.32291959,10,0.00000000,vegetative,461.45361844,4.47264082,8.31456654,34946.05279265
1265,1,MS,20.08299592,False,0.00685212,17.90000000,0.00171651,1,9,6615.55944074,6615.55944074,0.32453417,10,0.00000000,vegetative,462.37244614,4.37256205,5.60823781,41561.61223339
1266,1,MS,15.97821552,False,0.00686975,16.70000000,0.00040529,1,9,5890.14494415,5890.14494415,0.32597448,10,0.00000000,vegetative,463.19052183,4.03291318,3.50712571,47451.75717754
1267,1,MS,13.06945958,False,0.00688563,15.50000000,0.00047394,1,9,5220.32670310,5220.32670310,0.32725607,10,0.00000000,vegetative,463.91556721,3.70892922,3.26754374,52672.08388064
1268,1,MS,10.83813616,False,0.00689986,14.60000000,0.00033520,1,9,4756.41223807,4756.41223807,0.32839502,10,0.00000000,vegetative,464.57618002,3.44595429,3.06317672,57428.49611871
1269,1,MS,9.14568985,False,0.00691294,13.70000000,0.00025194,1,9,4325.66260454,4325.66260454,0.32941359,10,0.00000000,vegetative,465.17696649,3.18852396,2.85417540,61754.15872326
1270,1,MS,8.04363367,False,0.00692495,12.90000000,0.00011824,1,9,3970.14505763,3970.14505763,0.33033072,10,0.00000000,vegetative,465.72837553,2.96350631,2.65297452,65724.30378088
1271,1,MS,6.98061803,False,0.00693606,12.10000000,0.00029995,1,9,3639.60764236,3639.60764236,0.33115469,10,0.00000000,vegetative,466.23387659,2.75775484,2.55456355,69363.91142324
1272,1,MS,6.00867291,False,0.00694631,11.40000000,0.00043631,1,9,3370.11355870,3370.11355870,0.33190199,10,0.00000000,vegetative,466.70194791,2.57249620,2.44268366,72734.02498194
1273,1,MS,5.22000062,False,0.00695587,10.70000000,0.00041814,1,9,3118.24804921,3118.24804921,0.33257892,10,0.00000000,vegetative,467.13503792,2.39044374,2.30483077,75852.27303114
1274,1,MS,4.48089005,False,0.00696477,9.90000000,0.00030118,1,9,2850.95334338,2850.95334338,0.33318480,10,0.00000000,vegetative,467.53100366,2.20455159,2.07823977,78703.22637452
1275,1,MS,3.93575259,False,0.00697296,9.10000000,0.00024446,1,9,2604.38106919,2604.38106919,0.33372680,10,0.00000000,vegetative,467.89272326,2.03845493,1.97285875,81307.60744371
1276,1,MS,3.58534823,False,0.00698047,8.40000000,0.00023667,1,9,2403.28985410,2403.28985410,0.33421703,10,0.00000000,vegetative,468.22651351,1.90243495,2.03355128,83710.89729782
1277,1,MS,3.12640512,False,0.00698744,7.90000000,0.00024598,1,9,2260.23688660,2260.23688660,0.33466947,10,0.00000000,vegetative,468.54043530,1.80352704,1.84389209,85971.13418441
1278,1,MS,2.77152886,False,0.00699402,7.40000000,0.00050270,1,9,2117.18391909,2117.18391909,0.33508531,10,0.00000000,vegetative,468.83448863,1.70958703,6.57404089,88088.31810350
1279,1,MS,3.32750245,False,0.00700021,7.30000000,0.00268190,1,9,2088.57332559,2088.57332559,0.33548791,10,0.00000000,vegetative,469.12456825,1.66707547,10.45465390,90176.89142909
1280,1,MS,5.04553733,False,0.00700635,8.00000000,0.00493776,1,9,2288.84748010,2288.84748010,0.33592257,10,0.00000000,vegetative,469.44246374,1.68142674,10.64332685,92465.73890919
1281,1,MS,8.18108887,False,0.00701309,12.60000000,0.00790731,1,9,3843.31477390,3843.31477390,0.33664998,10,0.00000000,vegetative,469.97625746,2.31225492,16.41202475,96309.05368309
1282,1,MS,13.28446694,False,0.00702446,18.00000000,0.00928391,1,9,6678.32596214,6678.32596214,0.33791245,10,0.00000000,vegetative,470.90380273,3.43229574,16.11922861,102987.37964523
1283,1,MS,19.83978287,False,0.00704437,19.90000000,0.01079982,1,9,7925.49244496,7925.49244496,0.33941343,10,0.00000000,vegetative,472.00456557,4.01860113,17.88320969,110912.87209019
1284,1,MS,25.38952751,False,0.00706827,20.00000000,0.01130938,1,9,7993.37387546,7993.37387546,0.34097380,10,0.00000000,vegetative,473.11475638,4.23594604,18.43173097,118906.24596565
1285,1,MS,29.12282752,False,0.00709274,20.30000000,0.00996264,1,9,8197.84954976,8197.84954976,0.34266071,10,0.00000000,vegetative,474.25334660,4.56645704,14.69075330,127104.09551541
1286,1,MS,30.99964862,False,0.00711819,20.50000000,0.00895513,1,9,8334.72431428,8334.72431428,0.34447478,10,0.00000000,vegetative,475.41094720,4.86638069,13.99881529,135438.81982969
