t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
448,1,MS,2832775.04373226,10,0.00333894,2832775.04373226,1
449,1,MS,2832082.16732816,10,0.00333894,2832082.16732816,1
450,1,MS,2831404.51814254,10,0.00333894,2831404.51814254,1
451,1,MS,2830741.63680388,10,0.00333894,2830741.63680388,1
452,1,MS,2830093.06147969,10,0.00333894,2830093.06147969,1
453,1,MS,2829458.32572483,10,0.00333894,2829458.32572483,1
454,1,MS,2828837.00726344,10,0.00333894,2828837.00726344,1
455,1,MS,2828228.62965184,10,0.00333894,2828228.62965184,1
456,1,MS,2827632.78480744,10,0.00333894,2827632.78480744,1
457,1,MS,2827032.21144041,10,0.00333894,2827032.21144041,1
458,1,MS,2826409.77715580,10,0.00333894,2826409.77715580,1
459,1,MS,2825766.17854829,10,0.00333894,2825766.17854829,1
460,1,MS,2825102.04120110,10,0.00333894,2825102.04120110,1
461,1,MS,2824418.46843862,10,0.00333894,2824418.46843862,1
462,1,MS,2823716.59269019,10,0.00333894,2823716.59269019,1
463,1,MS,2822997.50108923,10,0.00333894,2822997.50108923,1
464,1,MS,2822262.16084365,10,0.00333894,2822262.16084365,1
465,1,MS,2821511.46791582,10,0.00333894,2821511.46791582,1
466,1,MS,2820746.30718032,10,0.00333894,2820746.30718032,1
467,1,MS,2819967.49824493,10,0.00333894,2819967.49824493,1
468,1,MS,2819175.81570973,10,0.00333894,2819175.81570973,1
469,1,MS,2818385.47342997,10,0.00333894,2818385.47342997,1
470,1,MS,2817610.95147647,10,0.00333894,2817610.95147647,1
471,1,MS,2816852.98603278,10,0.00333894,2816852.98603278,1
472,1,MS,2816111.55465459,10,0.00333894,2816111.55465459,1
473,1,MS,2815386.35960753,10,0.00333894,2815386.35960753,1
474,1,MS,2814676.89440213,10,0.00333894,2814676.89440213,1
475,1,MS,2813982.70590828,10,0.00333894,2813982.70590828,1
476,1,MS,2813303.42809674,10,0.00333894,2813303.42809674,1
477,1,MS,2812638.42869634,10,0.00333894,2812638.42869634,1
478,1,MS,2811987.24780236,10,0.00333894,2811987.24780236,1
479,1,MS,2811349.48554619,10,0.00333894,2811349.48554619,1
480,1,MS,2810724.71092285,10,0.00333894,2810724.71092285,1
481,1,MS,2810094.94696904,10,0.00333894,2810094.94696904,1
