sum_dry_mass,Cont_WSC_DM_shoot,dry_mass_phloem,sum_dry_mass_shoot,N_content,mstruct_laminae,mstruct_shoot,Total_Photosynthesis,NS_roots,N_content_total_DM_shoot,C_N_ratio_shoot,Cont_WSC_DM_laminae,mstruct,sum_N_g,plant,N_content_mstruct_roots,shoot_roots_mstruct_ratio,sum_respi_shoot,N_content_mstruct,Tillers_Photosynthesis_An,Cont_WSC_DM,senesced_mstruct,C_respired_shoot,N_content_roots,sum_dry_mass_stem,sum_N_g_shoot,N_content_mstruct_shoot,sum_C_g,sum_NSC_g,C_exudated,sum_dry_mass_laminae,NS_stem,shoot_roots_ratio,C_N_ratio,t,sum_respi_roots,NS_shoot,Total_Transpiration,N_content_shoot,Cont_WSC_DM_stem,Tillers_Photosynthesis,sum_dry_mass_roots,NS,NS_laminae,Cont_WSC_DM_roots,NNI,C_respired_roots,axis,mstruct_stem
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3445900000,NA,1,NA,NA,8.9155300000,NA,NA,NA,1.6396700000,NA,NA,NA,NA,NA,NA,NA,0.0008000000,NA,NA,NA,NA,770.0000000000,0.0064500000,NA,0.0001200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3445900000,NA,1,NA,NA,8.0776100000,NA,NA,NA,1.6396700000,NA,NA,NA,NA,NA,NA,NA,0.0006100000,NA,NA,NA,NA,771.0000000000,0.0063900000,NA,0.0001200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3403900000,NA,1,NA,NA,7.9326800000,NA,NA,NA,1.6438800000,NA,NA,NA,NA,NA,NA,NA,0.0004200000,NA,NA,NA,NA,772.0000000000,0.0070100000,NA,0.0001800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3403900000,NA,1,NA,NA,7.1787100000,NA,NA,NA,1.6438800000,NA,NA,NA,NA,NA,NA,NA,0.0003000000,NA,NA,NA,NA,773.0000000000,0.0071000000,NA,0.0001800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3345300000,NA,1,NA,NA,7.0237400000,NA,NA,NA,1.6497400000,NA,NA,NA,NA,NA,NA,NA,0.0002200000,NA,NA,NA,NA,774.0000000000,0.0073400000,NA,0.0004300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3345300000,NA,1,NA,NA,6.7711600000,NA,NA,NA,1.6497400000,NA,NA,NA,NA,NA,NA,NA,0.0001800000,NA,NA,NA,NA,775.0000000000,0.0074500000,NA,0.0004300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3241100000,NA,1,NA,NA,8.0478100000,NA,NA,NA,1.6601500000,NA,NA,NA,NA,NA,NA,NA,0.0002100000,NA,NA,NA,NA,776.0000000000,0.0077600000,NA,0.0027700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3241100000,NA,1,NA,NA,10.8145900000,NA,NA,NA,1.6601500000,NA,NA,NA,NA,NA,NA,NA,0.0003900000,NA,NA,NA,NA,777.0000000000,0.0079900000,NA,0.0027700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3039900000,NA,1,NA,NA,13.7830600000,NA,NA,NA,1.6802700000,NA,NA,NA,NA,NA,NA,NA,0.0007100000,NA,NA,NA,NA,778.0000000000,0.0074800000,NA,0.0042800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3039900000,NA,1,NA,NA,17.2800300000,NA,NA,NA,1.6802700000,NA,NA,NA,NA,NA,NA,NA,0.0011900000,NA,NA,NA,NA,779.0000000000,0.0072600000,NA,0.0042800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2961300000,NA,1,NA,NA,20.0579900000,NA,NA,NA,1.6881400000,NA,NA,NA,NA,NA,NA,NA,0.0017100000,NA,NA,NA,NA,780.0000000000,0.0069000000,NA,0.0038000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2961300000,NA,1,NA,NA,21.4528700000,NA,NA,NA,1.6881400000,NA,NA,NA,NA,NA,NA,NA,0.0022300000,NA,NA,NA,NA,781.0000000000,0.0063300000,NA,0.0038000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2909600000,NA,1,NA,NA,22.3668400000,NA,NA,NA,1.6933100000,NA,NA,NA,NA,NA,NA,NA,0.0025600000,NA,NA,NA,NA,782.0000000000,0.0060900000,NA,0.0024900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2909600000,NA,1,NA,NA,22.6781600000,NA,NA,NA,1.6933100000,NA,NA,NA,NA,NA,NA,NA,0.0024700000,NA,NA,NA,NA,783.0000000000,0.0061500000,NA,0.0024900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2859300000,NA,1,NA,NA,20.8030900000,NA,NA,NA,1.6983400000,NA,NA,NA,NA,NA,NA,NA,0.0023100000,NA,NA,NA,NA,784.0000000000,0.0057000000,NA,0.0015500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2859300000,NA,1,NA,NA,18.3236300000,NA,NA,NA,1.6983400000,NA,NA,NA,NA,NA,NA,NA,0.0018700000,NA,NA,NA,NA,785.0000000000,0.0053900000,NA,0.0015500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2813300000,NA,1,NA,NA,15.8600200000,NA,NA,NA,1.7029400000,NA,NA,NA,NA,NA,NA,NA,0.0014600000,NA,NA,NA,NA,786.0000000000,0.0051200000,NA,0.0007300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2813300000,NA,1,NA,NA,13.4226000000,NA,NA,NA,1.7029400000,NA,NA,NA,NA,NA,NA,NA,0.0010500000,NA,NA,NA,NA,787.0000000000,0.0048800000,NA,0.0007300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2769200000,NA,1,NA,NA,11.5227100000,NA,NA,NA,1.7073400000,NA,NA,NA,NA,NA,NA,NA,0.0007500000,NA,NA,NA,NA,788.0000000000,0.0046900000,NA,0.0004400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2769200000,NA,1,NA,NA,9.9010400000,NA,NA,NA,1.7073400000,NA,NA,NA,NA,NA,NA,NA,0.0005500000,NA,NA,NA,NA,789.0000000000,0.0044600000,NA,0.0004400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2709300000,NA,1,NA,NA,8.7600100000,NA,NA,NA,1.7133300000,NA,NA,NA,NA,NA,NA,NA,0.0004100000,NA,NA,NA,NA,790.0000000000,0.0043400000,NA,0.0002400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2709300000,NA,1,NA,NA,7.7804300000,NA,NA,NA,1.7133300000,NA,NA,NA,NA,NA,NA,NA,0.0003100000,NA,NA,NA,NA,791.0000000000,0.0042200000,NA,0.0002400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2649000000,NA,1,NA,NA,6.9848800000,NA,NA,NA,1.7193600000,NA,NA,NA,NA,NA,NA,NA,0.0002400000,NA,NA,NA,NA,792.0000000000,0.0040700000,NA,0.0001800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2649000000,NA,1,NA,NA,6.2981500000,NA,NA,NA,1.7193600000,NA,NA,NA,NA,NA,NA,NA,0.0001800000,NA,NA,NA,NA,793.0000000000,0.0039300000,NA,0.0001800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2560100000,NA,1,NA,NA,5.7808300000,NA,NA,NA,1.7282600000,NA,NA,NA,NA,NA,NA,NA,0.0001500000,NA,NA,NA,NA,794.0000000000,0.0038300000,NA,0.0001400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2560100000,NA,1,NA,NA,5.2835700000,NA,NA,NA,1.7282600000,NA,NA,NA,NA,NA,NA,NA,0.0001200000,NA,NA,NA,NA,795.0000000000,0.0037100000,NA,0.0001400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2470100000,NA,1,NA,NA,4.8762400000,NA,NA,NA,1.7372500000,NA,NA,NA,NA,NA,NA,NA,0.0000900000,NA,NA,NA,NA,796.0000000000,0.0035900000,NA,0.0000800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2470100000,NA,1,NA,NA,4.4424400000,NA,NA,NA,1.7372500000,NA,NA,NA,NA,NA,NA,NA,0.0000800000,NA,NA,NA,NA,797.0000000000,0.0033900000,NA,0.0000800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2383500000,NA,1,NA,NA,4.3626600000,NA,NA,NA,1.7459100000,NA,NA,NA,NA,NA,NA,NA,0.0000700000,NA,NA,NA,NA,798.0000000000,0.0032800000,NA,0.0002800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2383500000,NA,1,NA,NA,4.4496300000,NA,NA,NA,1.7459100000,NA,NA,NA,NA,NA,NA,NA,0.0000800000,NA,NA,NA,NA,799.0000000000,0.0031300000,NA,0.0002800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2328300000,NA,1,NA,NA,4.6988500000,NA,NA,NA,1.7514300000,NA,NA,NA,NA,NA,NA,NA,0.0001000000,NA,NA,NA,NA,800.0000000000,0.0029600000,NA,0.0005200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2328300000,NA,1,NA,NA,5.1771300000,NA,NA,NA,1.7514300000,NA,NA,NA,NA,NA,NA,NA,0.0001400000,NA,NA,NA,NA,801.0000000000,0.0028000000,NA,0.0005200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2285100000,NA,1,NA,NA,5.7776700000,NA,NA,NA,1.7557500000,NA,NA,NA,NA,NA,NA,NA,0.0002000000,NA,NA,NA,NA,802.0000000000,0.0026800000,NA,0.0007200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2285100000,NA,1,NA,NA,6.6264900000,NA,NA,NA,1.7557500000,NA,NA,NA,NA,NA,NA,NA,0.0002900000,NA,NA,NA,NA,803.0000000000,0.0025600000,NA,0.0007200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2198500000,NA,1,NA,NA,7.5588900000,NA,NA,NA,1.7644100000,NA,NA,NA,NA,NA,NA,NA,0.0004300000,NA,NA,NA,NA,804.0000000000,0.0024800000,NA,0.0008100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2198500000,NA,1,NA,NA,8.5941600000,NA,NA,NA,1.7644100000,NA,NA,NA,NA,NA,NA,NA,0.0005900000,NA,NA,NA,NA,805.0000000000,0.0024200000,NA,0.0008100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2108200000,NA,1,NA,NA,8.8517900000,NA,NA,NA,1.7734400000,NA,NA,NA,NA,NA,NA,NA,0.0007300000,NA,NA,NA,NA,806.0000000000,0.0023200000,NA,0.0003900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2108200000,NA,1,NA,NA,8.7471500000,NA,NA,NA,1.7734400000,NA,NA,NA,NA,NA,NA,NA,0.0007100000,NA,NA,NA,NA,807.0000000000,0.0023000000,NA,0.0003900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2067700000,NA,1,NA,NA,8.3670200000,NA,NA,NA,1.7775000000,NA,NA,NA,NA,NA,NA,NA,0.0006800000,NA,NA,NA,NA,808.0000000000,0.0022400000,NA,0.0003600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2067700000,NA,1,NA,NA,8.2023500000,NA,NA,NA,1.7775000000,NA,NA,NA,NA,NA,NA,NA,0.0006400000,NA,NA,NA,NA,809.0000000000,0.0022300000,NA,0.0003600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2035000000,NA,1,NA,NA,7.6167400000,NA,NA,NA,1.7807600000,NA,NA,NA,NA,NA,NA,NA,0.0006100000,NA,NA,NA,NA,810.0000000000,0.0021400000,NA,0.0003000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2035000000,NA,1,NA,NA,6.8083400000,NA,NA,NA,1.7807600000,NA,NA,NA,NA,NA,NA,NA,0.0006100000,NA,NA,NA,NA,811.0000000000,0.0019800000,NA,0.0003000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2006300000,NA,1,NA,NA,5.9783300000,NA,NA,NA,1.7836300000,NA,NA,NA,NA,NA,NA,NA,0.0006100000,NA,NA,NA,NA,812.0000000000,0.0018600000,NA,0.0001300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2006300000,NA,1,NA,NA,5.5871400000,NA,NA,NA,1.7836300000,NA,NA,NA,NA,NA,NA,NA,0.0005200000,NA,NA,NA,NA,813.0000000000,0.0018600000,NA,0.0001300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1978900000,NA,1,NA,NA,4.9901900000,NA,NA,NA,1.7863800000,NA,NA,NA,NA,NA,NA,NA,0.0004300000,NA,NA,NA,NA,814.0000000000,0.0018200000,NA,0.0001000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1978900000,NA,1,NA,NA,4.3803800000,NA,NA,NA,1.7863800000,NA,NA,NA,NA,NA,NA,NA,0.0003800000,NA,NA,NA,NA,815.0000000000,0.0017400000,NA,0.0001000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1944200000,NA,1,NA,NA,4.1050300000,NA,NA,NA,1.7898400000,NA,NA,NA,NA,NA,NA,NA,0.0003300000,NA,NA,NA,NA,816.0000000000,0.0017400000,NA,0.0000800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1944200000,NA,1,NA,NA,3.7978600000,NA,NA,NA,1.7898400000,NA,NA,NA,NA,NA,NA,NA,0.0002700000,NA,NA,NA,NA,817.0000000000,0.0017300000,NA,0.0000800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1909900000,NA,1,NA,NA,3.5059200000,NA,NA,NA,1.7932700000,NA,NA,NA,NA,NA,NA,NA,0.0002300000,NA,NA,NA,NA,818.0000000000,0.0017100000,NA,0.0001000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1909900000,NA,1,NA,NA,3.2617900000,NA,NA,NA,1.7932700000,NA,NA,NA,NA,NA,NA,NA,0.0002000000,NA,NA,NA,NA,819.0000000000,0.0017000000,NA,0.0001000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1876600000,NA,1,NA,NA,3.0292600000,NA,NA,NA,1.7966000000,NA,NA,NA,NA,NA,NA,NA,0.0001700000,NA,NA,NA,NA,820.0000000000,0.0016800000,NA,0.0000700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1876600000,NA,1,NA,NA,2.9581500000,NA,NA,NA,1.7966000000,NA,NA,NA,NA,NA,NA,NA,0.0001400000,NA,NA,NA,NA,821.0000000000,0.0017200000,NA,0.0000700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1826500000,NA,1,NA,NA,3.5523900000,NA,NA,NA,1.8016100000,NA,NA,NA,NA,NA,NA,NA,0.0001200000,NA,NA,NA,NA,822.0000000000,0.0018600000,NA,0.0005800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1826500000,NA,1,NA,NA,4.3211300000,NA,NA,NA,1.8016100000,NA,NA,NA,NA,NA,NA,NA,0.0001700000,NA,NA,NA,NA,823.0000000000,0.0019200000,NA,0.0005800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1759000000,NA,1,NA,NA,6.3142300000,NA,NA,NA,1.8083600000,NA,NA,NA,NA,NA,NA,NA,0.0003000000,NA,NA,NA,NA,824.0000000000,0.0020100000,NA,0.0020400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1759000000,NA,1,NA,NA,9.6630200000,NA,NA,NA,1.8083600000,NA,NA,NA,NA,NA,NA,NA,0.0005800000,NA,NA,NA,NA,825.0000000000,0.0022000000,NA,0.0020400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1650400000,NA,1,NA,NA,16.1161100000,NA,NA,NA,1.8192200000,NA,NA,NA,NA,NA,NA,NA,0.0011400000,NA,NA,NA,NA,826.0000000000,0.0024100000,NA,0.0087100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1650400000,NA,1,NA,NA,24.5025500000,NA,NA,NA,1.8192200000,NA,NA,NA,NA,NA,NA,NA,0.0022800000,NA,NA,NA,NA,827.0000000000,0.0026500000,NA,0.0087100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1555500000,NA,1,NA,NA,31.7326500000,NA,NA,NA,1.8287200000,NA,NA,NA,NA,NA,NA,NA,0.0037000000,NA,NA,NA,NA,828.0000000000,0.0028300000,NA,0.0100800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1555500000,NA,1,NA,NA,36.9527000000,NA,NA,NA,1.8287200000,NA,NA,NA,NA,NA,NA,NA,0.0052200000,NA,NA,NA,NA,829.0000000000,0.0030100000,NA,0.0100800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1449800000,NA,1,NA,NA,41.0135100000,NA,NA,NA,1.8392900000,NA,NA,NA,NA,NA,NA,NA,0.0061400000,NA,NA,NA,NA,830.0000000000,0.0033800000,NA,0.0091500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1449800000,NA,1,NA,NA,41.6657500000,NA,NA,NA,1.8392900000,NA,NA,NA,NA,NA,NA,NA,0.0064200000,NA,NA,NA,NA,831.0000000000,0.0036500000,NA,0.0091500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1282400000,NA,1,NA,NA,39.5138600000,NA,NA,NA,1.8560200000,NA,NA,NA,NA,NA,NA,NA,0.0067300000,NA,NA,NA,NA,832.0000000000,0.0037200000,NA,0.0060400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1282400000,NA,1,NA,NA,36.2463800000,NA,NA,NA,1.8560200000,NA,NA,NA,NA,NA,NA,NA,0.0065700000,NA,NA,NA,NA,833.0000000000,0.0037200000,NA,0.0060400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1225100000,NA,1,NA,NA,30.5740800000,NA,NA,NA,1.8617600000,NA,NA,NA,NA,NA,NA,NA,0.0057900000,NA,NA,NA,NA,834.0000000000,0.0036400000,NA,0.0024500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1225100000,NA,1,NA,NA,23.6579500000,NA,NA,NA,1.8617600000,NA,NA,NA,NA,NA,NA,NA,0.0038100000,NA,NA,NA,NA,835.0000000000,0.0035600000,NA,0.0024500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1187700000,NA,1,NA,NA,16.9570200000,NA,NA,NA,1.8654900000,NA,NA,NA,NA,NA,NA,NA,0.0029800000,NA,NA,NA,NA,836.0000000000,0.0030400000,NA,0.0005300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1187700000,NA,1,NA,NA,14.0294400000,NA,NA,NA,1.8654900000,NA,NA,NA,NA,NA,NA,NA,0.0023300000,NA,NA,NA,NA,837.0000000000,0.0028800000,NA,0.0005300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1154300000,NA,1,NA,NA,12.1422700000,NA,NA,NA,1.8688300000,NA,NA,NA,NA,NA,NA,NA,0.0016800000,NA,NA,NA,NA,838.0000000000,0.0029200000,NA,0.0003300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1154300000,NA,1,NA,NA,10.4141400000,NA,NA,NA,1.8688300000,NA,NA,NA,NA,NA,NA,NA,0.0012000000,NA,NA,NA,NA,839.0000000000,0.0029000000,NA,0.0003300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1121900000,NA,1,NA,NA,8.9919400000,NA,NA,NA,1.8720700000,NA,NA,NA,NA,NA,NA,NA,0.0009000000,NA,NA,NA,NA,840.0000000000,0.0028300000,NA,0.0002100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1121900000,NA,1,NA,NA,7.8763100000,NA,NA,NA,1.8720700000,NA,NA,NA,NA,NA,NA,NA,0.0006900000,NA,NA,NA,NA,841.0000000000,0.0027600000,NA,0.0002100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1089200000,NA,1,NA,NA,7.1691700000,NA,NA,NA,1.8753400000,NA,NA,NA,NA,NA,NA,NA,0.0005300000,NA,NA,NA,NA,842.0000000000,0.0027700000,NA,0.0001300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1089200000,NA,1,NA,NA,6.3307600000,NA,NA,NA,1.8753400000,NA,NA,NA,NA,NA,NA,NA,0.0004200000,NA,NA,NA,NA,843.0000000000,0.0026900000,NA,0.0001300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1057900000,NA,1,NA,NA,5.7240800000,NA,NA,NA,1.8784700000,NA,NA,NA,NA,NA,NA,NA,0.0003400000,NA,NA,NA,NA,844.0000000000,0.0026300000,NA,0.0001500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1057900000,NA,1,NA,NA,5.1325400000,NA,NA,NA,1.8784700000,NA,NA,NA,NA,NA,NA,NA,0.0002800000,NA,NA,NA,NA,845.0000000000,0.0025300000,NA,0.0001500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1014800000,NA,1,NA,NA,6.4465500000,NA,NA,NA,1.8827800000,NA,NA,NA,NA,NA,NA,NA,0.0002400000,NA,NA,NA,NA,846.0000000000,0.0029500000,NA,0.0013500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA
