N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
0.58949,roots,1182.623393,3.84576,NA,85.7189185,9.6385,NA,1.24247,0.00636,17.66991,54.68867,1,0.02615449,149.4591105,603.61098,NA,1.04764,0.45225,NA,37.21073668,915.40716,NA,NA,2.16235,NA,3.0618,0.5104,NA,18.99236,4.888602286,NA,MS,0.85845,0.015576195,3.88652,45.35172,637,NA,2.84757,NA,NA,2.20197,49.33635,508.8282,0.34178,9.86727,0.01928,NA,15.61773
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1278.38865,NA,NA,1162.70105,0,NA,1939429.192,NA,NA,5.79656,NA,NA,93.57,MS,NA,0.017897441,NA,NA,638,25012.59476,NA,1.052655138,0.017897441,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,37.90054925,NA,NA,NA,NA,NA,107.30214,1,0.121162175,156.0274428,NA,NA,NA,NA,NA,NA,4240.67611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00150223,NA,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.77608,roots,1182.914658,3.34591,NA,86.5348995,8.34094,NA,1.57342,0.00634,15.42234,55.16059,1,0.025255437,144.4488496,603.22733,NA,0.50052,0.35779,NA,37.66218257,883.94029,NA,NA,1.83659,NA,2.61406,0.50995,NA,19.20583,4.240359063,NA,MS,0.72912,0.015557431,3.3784,35.87893,638,NA,1.37308,NA,NA,1.06452,62.18304,508.36738,0.34323,12.43661,0.00922,NA,12.35559
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1284.51466,NA,NA,1220.79682,0,NA,1943706.544,NA,NA,6.14758,NA,NA,98.24534,MS,NA,0.017983205,NA,NA,639,25155.1373,NA,1.057358401,0.017983205,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,37.53381135,NA,NA,NA,NA,NA,106.26385,1,0.118791515,152.9746087,NA,NA,NA,NA,NA,NA,4157.70301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001487694,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.50674,roots,1182.219747,3.52953,NA,87.71730562,8.80522,NA,1.03087,0.00634,16.30442,55.9143,1,0.025431222,145.4542553,602.87296,NA,0.50023,0.35779,NA,38.31952152,890.09277,NA,NA,1.95245,NA,2.76845,0.50995,NA,19.54104,4.472945904,NA,MS,0.77512,0.015563022,3.5638,35.87893,639,NA,1.39184,NA,NA,1.0831,40.3339,509.12108,0.34323,8.06678,0.00922,NA,12.35559
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1290.37141,NA,NA,1153.98659,0,NA,1947769.441,NA,NA,5.87928,NA,NA,92.86869,MS,NA,0.0180652,NA,NA,640,25289.90601,NA,1.061811836,0.0180652,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,37.13845923,NA,NA,NA,NA,NA,105.12273,1,0.116154041,149.6092289,NA,NA,NA,NA,NA,NA,4065.39142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001471718,NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.65623,roots,1182.295046,3.32761,NA,87.9168407,8.23761,NA,1.29583,0.00633,15.45184,55.98984,1,0.024432617,139.8716322,602.35568,NA,0.60344,0.3493,NA,38.22460155,855.14159,NA,NA,1.79307,NA,2.54958,0.50948,NA,19.47467,4.172448163,NA,MS,0.71185,0.015546837,3.35682,35.02826,640,NA,1.68271,NA,NA,1.30324,50.11339,508.25805,0.34468,10.02268,0.01113,NA,12.06265
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1296.31839,NA,NA,1158.17459,0,NA,1951863.167,NA,NA,5.97065,NA,NA,93.20573,MS,NA,0.018148458,NA,NA,641,25425.15325,NA,1.066288232,0.018148457,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,36.7967427,NA,NA,NA,NA,NA,104.15548,1,0.113735279,146.493805,NA,NA,NA,NA,NA,NA,3980.73476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001458177,NA,NA,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.41278,roots,1181.3175,3.35426,NA,88.36581613,8.31338,NA,0.82292,0.00633,15.64236,56.27577,1,0.024502045,140.2690963,601.85764,NA,0.60294,0.3493,NA,38.23904766,857.57159,NA,NA,1.81934,NA,2.57451,0.50948,NA,19.48203,4.209782848,NA,MS,0.72228,0.015543868,3.3837,35.02826,641,NA,1.6913,NA,NA,1.30373,31.45148,508.54399,0.34468,6.2903,0.01113,NA,12.06265
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1301.79579,NA,NA,1053.94926,0,NA,1955586.029,NA,NA,5.50145,NA,NA,84.81805,MS,NA,0.018225141,NA,NA,642,25548.23816,NA,1.070368794,0.018225141,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,36.48516115,NA,NA,NA,NA,NA,103.25255,1,0.111353487,143.4551408,NA,NA,NA,NA,NA,NA,3897.37205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001445536,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.56018,roots,1181.543495,3.04366,NA,88.8009587,7.49578,NA,1.08239,0.00632,14.25997,56.50183,1,0.02354786,134.9284082,601.42927,NA,0.47863,0.30963,NA,38.40741032,824.1751,NA,NA,1.60727,NA,2.27723,0.50902,NA,19.55014,3.794107842,NA,MS,0.63809,0.015531035,3.0676,31.04946,642,NA,1.34895,NA,NA,1.0393,40.85584,507.90203,0.34601,8.17117,0.00884,NA,10.69247
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1306.91915,NA,NA,973.23279,0,NA,1959003.758,NA,NA,5.14915,NA,NA,78.32227,MS,NA,0.018296868,NA,NA,643,25661.87346,NA,1.074142921,0.018296868,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,36.29605431,NA,NA,NA,NA,NA,102.71738,1,0.10929144,140.7986339,NA,NA,NA,NA,NA,NA,3825.20039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001438043,NA,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.35484,roots,1180.717614,2.82144,NA,89.26772229,6.98141,NA,0.69255,0.00632,13.26785,56.79882,1,0.023589849,135.1690045,601.00888,NA,0.47829,0.30963,NA,38.47666103,825.64472,NA,NA,1.49761,NA,2.11351,0.50902,NA,19.58539,3.54530183,NA,MS,0.59455,0.015529308,2.84364,31.04946,643,NA,1.35604,NA,NA,1.04117,25.79056,508.19902,0.34601,5.15811,0.00884,NA,10.69247
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1311.82572,NA,NA,918.42812,0,NA,1962213.374,NA,NA,4.93513,NA,NA,73.91179,MS,NA,0.01836556,NA,NA,644,25769.15443,NA,1.07771318,0.01836556,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,36.06008208,NA,NA,NA,NA,NA,102.03065,1,0.106890207,137.7307097,NA,NA,NA,NA,NA,NA,3741.15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001428429,NA,NA,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45846,roots,1181.259044,2.65707,NA,90.40204483,6.53198,NA,0.8664,0.00631,12.52838,57.4731,1,0.022757239,130.5058609,600.78835,NA,0.23955,0.25763,NA,39.32251278,796.50337,NA,NA,1.37428,NA,1.94091,0.5086,NA,19.99943,3.316729009,NA,MS,0.54559,0.01552566,2.67576,25.83529,644,NA,0.68749,NA,NA,0.53269,31.7684,508.11758,0.34715,6.35368,0.00443,NA,8.89688
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1316.98722,NA,NA,949.38823,0,NA,1965571.085,NA,NA,5.19601,NA,NA,76.40335,MS,NA,0.018437821,NA,NA,645,25880.10281,NA,1.081414465,0.018437821,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.76374311,NA,NA,NA,NA,NA,101.19217,1,0.104083422,134.1140971,NA,NA,NA,NA,NA,NA,3642.91976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00141669,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.24664,roots,1180.836964,2.76005,NA,91.77137239,6.77668,NA,0.46671,0.00631,13.04484,58.34365,1,0.022711125,130.2414127,600.57368,NA,0.23947,0.25763,NA,40.27847031,794.88939,NA,NA,1.42856,NA,2.01304,0.5086,NA,20.48563,3.435975787,NA,MS,0.56714,0.015534843,2.77946,25.83529,645,NA,0.69791,NA,NA,0.54564,16.80145,508.98813,0.34715,3.36029,0.00443,NA,8.89688
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1321.79542,NA,NA,867.52112,0,NA,1968607.217,NA,NA,4.84258,NA,NA,69.81498,MS,NA,0.018505136,NA,NA,646,25981.49711,NA,1.084806406,0.018505136,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.49590257,NA,NA,NA,NA,NA,100.40371,1,0.10125433,130.5085238,NA,NA,NA,NA,NA,NA,3543.90154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001405652,NA,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32398,roots,1181.41013,2.51809,NA,92.90670235,6.15232,NA,0.59462,0.0063,11.9399,59.01666,1,0.021846731,125.387917,600.369,NA,0.19107,0.23478,NA,41.14339407,764.63558,NA,NA,1.26745,NA,1.78258,0.50818,NA,20.90825,3.121021512,NA,MS,0.50318,0.015531399,2.53369,23.54415,646,NA,0.56346,NA,NA,0.44449,20.98787,508.93897,0.34823,4.19757,0.00354,NA,8.10788
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1326.52454,NA,NA,836.37173,0,NA,1971530.585,NA,NA,4.76376,NA,NA,67.30819,MS,NA,0.018571344,NA,NA,647,26079.25192,NA,1.088086222,0.018571344,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.2511914,NA,NA,NA,NA,NA,99.71152,1,0.098549793,127.0225977,NA,NA,NA,NA,NA,NA,3449.24275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001395961,NA,NA,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.14346,roots,1181.009859,2.43873,NA,94.11879255,5.96745,NA,0.26376,0.0063,11.59756,59.78661,1,0.021728817,124.7111588,600.16559,NA,0.191,0.23478,NA,41.98400173,760.5086,NA,NA,1.22564,NA,1.71868,0.50818,NA,21.33543,3.031615382,NA,MS,0.48658,0.015539331,2.45383,23.54415,647,NA,0.57081,NA,NA,0.45357,9.12414,509.70891,0.34823,1.82483,0.00354,NA,8.10788
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1330.69389,NA,NA,722.85394,0,NA,1973979.316,NA,NA,4.20047,NA,NA,58.17269,MS,NA,0.018629715,NA,NA,648,26163.71976,NA,1.090928787,0.018629714,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.10359192,NA,NA,NA,NA,NA,99.26857,1,0.096166738,123.9828132,NA,NA,NA,NA,NA,NA,3365.83582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00138976,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.20538,roots,1181.24422,2.10473,NA,94.49732582,5.15075,NA,0.37093,0.00629,10.05436,59.98454,1,0.020990352,120.5581899,599.85944,NA,0.2699,0.18089,NA,42.12132252,734.66232,NA,NA,1.03324,NA,1.4406,0.50782,NA,21.39005,2.626246963,NA,MS,0.4102,0.015527816,2.11625,18.13969,648,NA,0.80967,NA,NA,0.64289,12.57686,509.31715,0.3491,2.51537,0.005,NA,6.24675
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1333.86803,NA,NA,540.29356,0,NA,1975654.668,NA,NA,3.19787,NA,NA,43.48088,MS,NA,0.018674152,NA,NA,649,26226.80157,NA,1.093057874,0.018674152,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.18257349,NA,NA,NA,NA,NA,99.49192,1,0.094627673,121.9985759,NA,NA,NA,NA,NA,NA,3311.96854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001392887,NA,NA,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.10436,roots,1180.660726,1.57732,NA,94.57806309,3.93523,NA,0.19103,0.00629,7.56252,60.03579,1,0.020904318,120.0640516,599.56313,NA,0.26976,0.18089,NA,41.93637509,731.65112,NA,NA,0.77452,NA,1.07561,0.50782,NA,21.29613,2.041981444,NA,MS,0.30748,0.015524385,1.58596,18.13969,649,NA,0.81037,NA,NA,0.64007,6.35902,509.3684,0.3491,1.2718,0.005,NA,6.24675
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1337.03762,NA,NA,529.60688,0,NA,1977293.836,NA,NA,3.19237,NA,NA,42.62086,MS,NA,0.018718527,NA,NA,650,26288.64637,NA,1.09515115,0.018718527,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.21201468,NA,NA,NA,NA,NA,99.55757,1,0.092976985,119.8916276,NA,NA,NA,NA,NA,NA,3254.19447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001393806,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.14318,roots,1180.981204,1.54474,NA,95.29896761,3.83477,NA,0.25872,0.00629,7.4251,60.46243,1,0.020405696,117.2602533,599.41882,NA,0.1061,0.11609,NA,42.44343526,714.19937,NA,NA,0.74566,NA,1.03059,0.50756,NA,21.54259,1.988453218,NA,MS,0.29603,0.015528338,1.55241,11.64106,650,NA,0.32106,NA,NA,0.25471,8.45666,509.39597,0.34968,1.69133,0.00197,NA,4.00882
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1340.41216,NA,NA,553.61716,0,NA,1979043.613,NA,NA,3.39761,NA,NA,44.55312,MS,NA,0.01876577,NA,NA,651,26353.3088,NA,1.097346027,0.01876577,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.16535302,NA,NA,NA,NA,NA,99.42564,1,0.091200197,117.6005011,NA,NA,NA,NA,NA,NA,3192.00688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001391959,NA,NA,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05801,roots,1180.69115,1.61964,NA,96.15213177,4.00332,NA,0.10513,0.00629,7.80545,61.00372,1,0.020281455,116.5463082,599.2716,NA,0.10607,0.11609,NA,43.01653007,709.85093,NA,NA,0.77988,NA,1.07427,0.50756,NA,21.83347,2.068221134,NA,MS,0.30961,0.015533855,1.62768,11.64106,651,NA,0.32393,NA,NA,0.25815,3.37503,509.93727,0.34968,0.67501,0.00197,NA,4.00882
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1343.77876,NA,NA,542.34443,0,NA,1980755.832,NA,NA,3.38991,NA,NA,43.64593,MS,NA,0.018812903,NA,NA,652,26416.66053,NA,1.099502638,0.018812903,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,35.11275763,NA,NA,NA,NA,NA,99.25806,1,0.089394972,115.2946251,NA,NA,NA,NA,NA,NA,3128.82403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001389613,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.09969,roots,1180.963689,1.58514,NA,96.71668507,3.89774,NA,0.17814,0.00628,7.66524,61.32805,1,0.019739727,113.4959046,599.07926,NA,0.1378,0.11716,NA,43.35284261,690.89043,NA,NA,0.74909,NA,1.02421,0.50728,NA,21.99203,2.009962746,NA,MS,0.29739,0.015525702,1.59213,11.74929,652,NA,0.42319,NA,NA,0.3379,5.61534,509.84113,0.35029,1.12307,0.00256,NA,4.04609
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1347.9807,NA,NA,663.97313,0,NA,1983012.199,NA,NA,4.22874,NA,NA,53.43417,MS,NA,0.01887173,NA,NA,653,26494.27577,NA,1.102152769,0.01887173,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,34.8588343,NA,NA,NA,NA,NA,98.54026,1,0.087099277,112.3338168,NA,NA,NA,NA,NA,NA,3048.47468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001379564,NA,NA,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,roots,1180.555019,1.94809,NA,97.63742312,4.71419,NA,0,0.00628,9.45834,61.91189,1,0.019543021,112.364925,598.87195,NA,0.13775,0.11716,NA,43.93624823,684.00575,NA,NA,0.91659,NA,1.24587,0.50728,NA,22.28798,2.396358596,NA,MS,0.36389,0.015530974,1.95669,11.74929,653,NA,0.42722,NA,NA,0.34245,-0.1027,510.42498,0.35029,0,0.00256,NA,4.04609
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1353.44097,NA,NA,846.50989,0,NA,1986105.604,NA,NA,5.48287,NA,NA,68.12407,MS,NA,0.018948174,NA,NA,654,26593.29673,NA,1.105544026,0.018948174,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,34.30848731,NA,NA,NA,NA,NA,96.95021,1,0.084262449,108.7135562,NA,NA,NA,NA,NA,NA,2949.1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001357303,NA,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.10891,roots,1180.058333,2.47703,NA,95.86901628,5.83992,NA,0.19183,0.00627,12.16673,60.72703,1,0.018592204,107.0098898,597.99456,NA,0.75184,0.20264,NA,41.8025851,650.72714,NA,NA,1.13158,NA,1.50245,0.50675,NA,21.18346,2.899718399,NA,MS,0.44924,0.015492102,2.48536,20.32054,654,NA,2.29052,NA,NA,1.77912,5.8353,508.47235,0.35139,1.16706,0.01397,NA,6.99777
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1359.65017,NA,NA,950.79014,0,NA,1989675.003,NA,NA,6.2137,NA,NA,76.51617,MS,NA,0.019035102,NA,NA,655,26704.45164,NA,1.109359063,0.019035102,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,33.6778601,NA,NA,NA,NA,NA,95.16816,1,0.081976057,105.7637046,NA,NA,NA,NA,NA,NA,2869.16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001332354,NA,NA,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02518,roots,1178.299378,2.7911,NA,94.5514593,6.51779,NA,0.04468,0.00627,13.87364,59.89244,1,0.018308293,105.3758017,597.10321,NA,0.75072,0.20264,NA,40.0476961,640.79025,NA,NA,1.27364,NA,1.66317,0.50675,NA,20.29417,3.206391708,NA,MS,0.50564,0.015467939,2.80048,20.32054,655,NA,2.25904,NA,NA,1.70443,1.34702,507.63776,0.35139,0.2694,0.01397,NA,6.99777
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1366.64159,NA,NA,1068.31033,0,NA,1993737.9,NA,NA,6.95501,NA,NA,85.97377,MS,NA,0.019132982,NA,NA,656,26829.17725,NA,1.113642357,0.019132982,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,32.95292181,NA,NA,NA,NA,NA,93.07388,1,0.080480083,103.8846398,NA,NA,NA,NA,NA,NA,2816.80292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001303034,NA,NA,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.31357,roots,1176.772767,3.10796,NA,90.25819763,7.11098,NA,0.54677,0.00625,15.74785,57.08831,1,0.017215226,99.23137681,595.44702,NA,1.44801,0.2453,NA,35.5951581,602.53292,NA,NA,1.37367,NA,1.72021,0.506,NA,18.01115,3.434401094,NA,MS,0.54535,0.015385495,3.11377,24.59908,656,NA,4.16482,NA,NA,2.92581,16.54763,503.80657,0.35283,3.30953,0.02702,NA,8.47116
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1373.79117,NA,NA,1109.66178,0,NA,1997954.36,NA,NA,7.07593,NA,NA,89.30159,MS,NA,0.019233076,NA,NA,657,26958.42983,NA,1.118071274,0.019233076,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,32.35711731,NA,NA,NA,NA,NA,91.39106,1,0.080681061,104.1440638,NA,NA,NA,NA,NA,NA,2823.83713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001279475,NA,NA,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.38322,roots,1173.521996,3.2198,NA,86.59981028,7.33377,NA,0.67618,0.00625,16.60469,54.77438,1,0.01706409,98.36020422,593.80213,NA,1.44401,0.2453,NA,31.90385375,597.24316,NA,NA,1.43753,NA,1.76162,0.506,NA,16.14335,3.520980294,NA,MS,0.5707,0.015330071,3.22583,24.59908,657,NA,3.99601,NA,NA,2.62239,20.89274,501.49264,0.35283,4.17855,0.02702,NA,8.47116
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1380.58903,NA,NA,1078.55513,0,NA,2002048.086,NA,NA,6.73509,NA,NA,86.79824,MS,NA,0.019328246,NA,NA,658,27084.07083,NA,1.122360796,0.019328246,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,31.8770942,NA,NA,NA,NA,NA,89.98824,1,0.081123348,104.7696863,NA,NA,NA,NA,NA,NA,2839.31717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001259835,NA,NA,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.72329,roots,1173.080922,3.09288,NA,85.10886417,6.95445,NA,1.21639,0.00624,16.12229,53.74412,1,0.016296157,94.0861838,592.61702,NA,0.95547,0.2248,NA,30.11411774,570.3655,NA,NA,1.34353,NA,1.59334,0.50518,NA,15.21305,3.32204593,NA,MS,0.53338,0.015289056,3.09364,22.54245,658,NA,2.59953,NA,NA,1.63846,38.37974,499.4081,0.35428,7.67595,0.01791,NA,7.76292
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1387.37326,NA,NA,1094.74756,0,NA,2006203.313,NA,NA,6.73731,NA,NA,88.10135,MS,NA,0.019423226,NA,NA,659,27211.67778,NA,1.126705086,0.019423226,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,31.408801,NA,NA,NA,NA,NA,88.66626,1,0.081104828,104.745768,NA,NA,NA,NA,NA,NA,2838.66897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001241328,NA,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.67938,roots,1170.770854,3.14325,NA,83.92061443,7.07249,NA,1.14781,0.00624,16.54428,52.99377,1,0.016379574,94.56779432,591.45002,NA,0.95359,0.2248,NA,28.58003088,573.2851,NA,NA,1.38477,NA,1.63074,0.50518,NA,14.43806,3.373609806,NA,MS,0.54976,0.015262213,3.14404,22.54245,659,NA,2.56324,NA,NA,1.55499,36.74747,498.65776,0.35428,7.34949,0.01791,NA,7.76292
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1393.59908,NA,NA,1013.90526,0,NA,2010049.731,NA,NA,6.20897,NA,NA,81.59545,MS,NA,0.019510387,NA,NA,660,27329.97949,NA,1.130726028,0.019510387,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,31.04464991,NA,NA,NA,NA,NA,87.59442,1,0.080522125,104.0452752,NA,NA,NA,NA,NA,NA,2818.27437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001226322,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.82974,roots,1170.9748,2.89363,NA,83.85516982,6.46489,NA,1.35196,0.00623,15.3084,52.86754,1,0.015837179,91.58310533,590.60456,NA,0.62227,0.19925,NA,27.97821044,554.30125,NA,NA,1.24636,NA,1.43426,0.50437,NA,14.11137,3.080801341,NA,MS,0.4948,0.015238609,2.88976,19.9812,660,NA,1.67106,NA,NA,0.99318,43.49814,497.53181,0.35563,8.69963,0.01171,NA,6.88091
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,1400.74424,NA,NA,1161.92286,0,NA,2014477.312,NA,NA,7.13987,NA,NA,93.50737,MS,NA,0.019610419,NA,NA,661,27465.80953,NA,1.135342417,0.019610419,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,30.4303697,NA,NA,NA,NA,NA,85.86119,1,0.078658323,101.6369963,NA,NA,NA,NA,NA,NA,2753.04132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.001202057,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.65216,roots,1169.272102,3.33956,NA,84.25298888,7.43882,NA,1.06711,0.00623,17.78426,53.11835,1,0.015924869,92.09020329,589.74577,NA,0.62136,0.19925,NA,27.68249499,557.37043,NA,NA,1.45486,NA,1.6685,0.50437,NA,13.96222,3.52795456,NA,MS,0.57758,0.015230098,3.33509,19.9812,661,NA,1.67899,NA,NA,0.98268,34.21565,497.78263,0.35563,6.84313,0.01171,NA,6.88091
