t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
1051,1,MS,10,1,7171.57382379,7171.57382379,0.00333894
1052,1,MS,10,1,7171.57716273,7171.57716273,0.00333894
1053,1,MS,10,1,7171.58050167,7171.58050167,0.00333894
1054,1,MS,10,1,7171.58384061,7171.58384061,0.00333894
1055,1,MS,10,1,7171.58717955,7171.58717955,0.00333894
1056,1,MS,10,1,7171.59051849,7171.59051849,0.00333894
1057,1,MS,10,1,7171.59385743,7171.59385743,0.00333894
1058,1,MS,10,1,7171.59719637,7171.59719637,0.00333894
1059,1,MS,10,1,7171.60053531,7171.60053531,0.00333894
1060,1,MS,10,1,7171.60387425,7171.60387425,0.00333894
1061,1,MS,10,1,7171.60721319,7171.60721319,0.00333894
